ICD10-A05;    Sonstige bakteriell bed. Lebensmittelvergiftungen;1;e;6;e;1;e;3;e;12;e;16;e;41;e;52;e;42;e;39;e;27;e;25;e;24;e;29;e;23;e;19;e;25;e;21;e;39;e;23;e;7;e;3;e;478;e;3;e;-;;2;e;6;e;13;e;7;e;46;e;34;e;36;e;26;e;18;e;28;e;26;e;38;e;36;e;30;e;30;e;32;e;40;e;36;e;17;e;3;e;507;e;4;e;6;e;3;e;9;e;25;e;23;e;87;e;86;e;78;e;65;e;45;e;53;e;50;e;67;e;59;e;49;e;55;e;53;e;79;e;59;e;24;e;6;e;985;e
ICD10-A06;    Amöbiasis;-;;1;e;2;e;3;e;3;e;1;e;3;e;4;e;3;e;4;e;5;e;4;e;2;e;5;e;2;e;1;e;6;e;-;;1;e;1;e;-;;-;;51;e;-;;1;e;3;e;4;e;4;e;1;e;-;;3;e;2;e;1;e;5;e;2;e;-;;2;e;1;e;1;e;1;e;3;e;-;;1;e;1;e;-;;36;e;-;;2;e;5;e;7;e;7;e;2;e;3;e;7;e;5;e;5;e;10;e;6;e;2;e;7;e;3;e;2;e;7;e;3;e;1;e;2;e;1;e;-;;87;e
ICD10-A07;    Sonstige Darmkrankheiten durch Protozoen;4;e;22;e;24;e;28;e;16;e;4;e;9;e;8;e;15;e;15;e;13;e;11;e;15;e;13;e;19;e;11;e;11;e;8;e;18;e;9;e;4;e;-;;277;e;5;e;15;e;25;e;36;e;11;e;5;e;16;e;17;e;15;e;20;e;13;e;8;e;14;e;13;e;14;e;17;e;11;e;17;e;14;e;14;e;3;e;-;;303;e;9;e;37;e;49;e;64;e;27;e;9;e;25;e;25;e;30;e;35;e;26;e;19;e;29;e;26;e;33;e;28;e;22;e;25;e;32;e;23;e;7;e;-;;580;e
ICD10-A08;    Virusbed. u.sonst. näher bezeichn. Darminfektionen;2382;e;5236;e;2208;e;869;e;367;e;168;e;536;e;483;e;457;e;446;e;325;e;292;e;312;e;474;e;568;e;583;e;668;e;700;e;1036;e;936;e;358;e;72;e;19476;e;1896;e;4857;e;2103;e;882;e;596;e;186;e;610;e;617;e;611;e;473;e;392;e;304;e;432;e;516;e;611;e;630;e;770;e;852;e;1547;e;1552;e;770;e;246;e;21453;e;4278;e;10093;e;4311;e;1751;e;963;e;354;e;1146;e;1100;e;1068;e;919;e;717;e;596;e;744;e;990;e;1179;e;1213;e;1438;e;1552;e;2583;e;2488;e;1128;e;318;e;40929;e
ICD10-A09;    Sonst. Gastroenteritis u.Kolitis infekt. Ursprungs;3079;e;6588;e;4591;e;2968;e;1622;e;856;e;2250;e;2117;e;2074;e;1882;e;1640;e;1445;e;1664;e;2156;e;2512;e;2504;e;2860;e;2598;e;3541;e;3104;e;1042;e;221;e;53314;e;2836;e;5840;e;4262;e;2796;e;2405;e;1082;e;2907;e;2621;e;2419;e;2173;e;1994;e;1784;e;2140;e;2748;e;3143;e;3352;e;3839;e;4294;e;6978;e;6974;e;2976;e;915;e;70478;e;5915;e;12428;e;8853;e;5764;e;4027;e;1938;e;5157;e;4738;e;4493;e;4055;e;3634;e;3229;e;3804;e;4904;e;5655;e;5856;e;6699;e;6892;e;10519;e;10078;e;4018;e;1136;e;123792;e
ICD10-A15-A19;  Tuberkulose;15;e;87;e;42;e;49;e;137;e;111;e;359;e;527;e;387;e;317;e;254;e;247;e;276;e;257;e;222;e;176;e;124;e;118;e;108;e;63;e;15;e;-;;3891;e;9;e;69;e;71;e;40;e;48;e;35;e;158;e;229;e;190;e;155;e;137;e;123;e;111;e;108;e;104;e;89;e;85;e;70;e;72;e;42;e;12;e;1;e;1958;e;24;e;156;e;113;e;89;e;185;e;146;e;517;e;756;e;577;e;472;e;391;e;370;e;387;e;365;e;326;e;265;e;209;e;188;e;180;e;105;e;27;e;1;e;5849;e
ICD10-A15;    Tuberkulose der Atmungsorgane, gesichert;7;e;43;e;18;e;17;e;74;e;63;e;210;e;302;e;221;e;174;e;165;e;176;e;197;e;172;e;161;e;111;e;75;e;64;e;62;e;39;e;11;e;-;;2362;e;4;e;29;e;22;e;16;e;22;e;18;e;94;e;133;e;109;e;78;e;81;e;75;e;54;e;61;e;55;e;51;e;47;e;43;e;46;e;22;e;10;e;1;e;1071;e;11;e;72;e;40;e;33;e;96;e;81;e;304;e;435;e;330;e;252;e;246;e;251;e;251;e;233;e;216;e;162;e;122;e;107;e;108;e;61;e;21;e;1;e;3433;e
ICD10-A16;    Tuberkulose der Atmungsorgane, nicht gesichert;7;e;23;e;24;e;21;e;39;e;14;e;64;e;74;e;58;e;54;e;52;e;43;e;45;e;50;e;39;e;36;e;23;e;19;e;21;e;11;e;-;;-;;717;e;5;e;30;e;29;e;14;e;14;e;5;e;24;e;32;e;24;e;23;e;22;e;19;e;26;e;20;e;24;e;22;e;6;e;8;e;12;e;9;e;1;e;-;;369;e;12;e;53;e;53;e;35;e;53;e;19;e;88;e;106;e;82;e;77;e;74;e;62;e;71;e;70;e;63;e;58;e;29;e;27;e;33;e;20;e;1;e;-;;1086;e
ICD10-A17;    Tuberkulose des Nervensystems;-;;14;e;-;;-;;7;e;1;e;3;e;3;e;13;e;15;e;2;e;2;e;5;e;2;e;7;e;1;e;2;e;1;e;-;;-;;-;;-;;78;e;-;;3;e;11;e;-;;5;e;-;;-;;6;e;6;e;5;e;-;;2;e;4;e;5;e;2;e;3;e;1;e;4;e;-;;-;;-;;-;;57;e;-;;17;e;11;e;-;;12;e;1;e;3;e;9;e;19;e;20;e;2;e;4;e;9;e;7;e;9;e;4;e;3;e;5;e;-;;-;;-;;-;;135;e
ICD10-A18;    Tuberkulose sonstiger Organe;-;;7;e;-;;11;e;13;e;30;e;62;e;126;e;73;e;59;e;22;e;17;e;20;e;17;e;7;e;24;e;15;e;14;e;13;e;13;e;3;e;-;;546;e;-;;7;e;5;e;8;e;7;e;12;e;36;e;53;e;49;e;42;e;33;e;23;e;24;e;19;e;15;e;9;e;20;e;11;e;13;e;10;e;1;e;-;;397;e;-;;14;e;5;e;19;e;20;e;42;e;98;e;179;e;122;e;101;e;55;e;40;e;44;e;36;e;22;e;33;e;35;e;25;e;26;e;23;e;4;e;-;;943;e
ICD10-A19;    Miliartuberkulose;1;e;-;;-;;-;;4;e;3;e;20;e;22;e;22;e;15;e;13;e;9;e;9;e;16;e;8;e;4;e;9;e;20;e;12;e;-;;1;e;-;;188;e;-;;-;;4;e;2;e;-;;-;;4;e;5;e;2;e;7;e;1;e;4;e;3;e;3;e;8;e;4;e;11;e;4;e;1;e;1;e;-;;-;;64;e;1;e;-;;4;e;2;e;4;e;3;e;24;e;27;e;24;e;22;e;14;e;13;e;12;e;19;e;16;e;8;e;20;e;24;e;13;e;1;e;1;e;-;;252;e
ICD10-A20-A28;  Bestimmte bakterielle Zoonosen;2;e;26;e;24;e;23;e;13;e;5;e;11;e;21;e;30;e;29;e;37;e;36;e;38;e;52;e;45;e;41;e;36;e;27;e;28;e;21;e;2;e;-;;547;e;1;e;13;e;21;e;18;e;13;e;14;e;27;e;26;e;29;e;26;e;24;e;19;e;40;e;41;e;32;e;34;e;31;e;19;e;23;e;16;e;6;e;1;e;474;e;3;e;39;e;45;e;41;e;26;e;19;e;38;e;47;e;59;e;55;e;61;e;55;e;78;e;93;e;77;e;75;e;67;e;46;e;51;e;37;e;8;e;1;e;1021;e
ICD10-A20;    Pest;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A21;    Tularämie;-;;-;;1;e;1;e;-;;1;e;-;;2;e;1;e;2;e;2;e;-;;3;e;10;e;7;e;12;e;8;e;9;e;5;e;5;e;-;;-;;69;e;-;;-;;-;;2;e;2;e;-;;1;e;1;e;1;e;2;e;1;e;1;e;1;e;4;e;-;;5;e;2;e;-;;2;e;1;e;-;;-;;26;e;-;;-;;1;e;3;e;2;e;1;e;1;e;3;e;2;e;4;e;3;e;1;e;4;e;14;e;7;e;17;e;10;e;9;e;7;e;6;e;-;;-;;95;e
ICD10-A22;    Anthrax (Milzbrand);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e
ICD10-A23;    Brucellose;-;;1;e;1;e;1;e;-;;1;e;3;e;6;e;7;e;5;e;7;e;11;e;4;e;4;e;2;e;-;;1;e;-;;2;e;-;;-;;-;;56;e;-;;-;;-;;2;e;5;e;-;;3;e;3;e;7;e;1;e;1;e;2;e;3;e;1;e;1;e;4;e;4;e;1;e;-;;-;;-;;-;;38;e;-;;1;e;1;e;3;e;5;e;1;e;6;e;9;e;14;e;6;e;8;e;13;e;7;e;5;e;3;e;4;e;5;e;1;e;2;e;-;;-;;-;;94;e
ICD10-A24;    Rotz (Malleus) und Melioidose (Pseudorotz);-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;2;e;1;e;1;e;-;;3;e;-;;-;;-;;-;;-;;-;;8;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;2;e;1;e;1;e;-;;3;e;-;;-;;-;;-;;-;;-;;8;e
ICD10-A25;    Rattenbisskrankheiten;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;2;e;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;1;e;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;3;e
ICD10-A26;    Erysipeloid;1;e;7;e;9;e;5;e;4;e;-;;-;;1;e;2;e;6;e;5;e;2;e;7;e;4;e;7;e;6;e;11;e;3;e;10;e;4;e;2;e;-;;96;e;-;;6;e;8;e;4;e;2;e;1;e;-;;1;e;4;e;3;e;4;e;1;e;5;e;7;e;8;e;2;e;4;e;7;e;3;e;5;e;3;e;1;e;79;e;1;e;13;e;17;e;9;e;6;e;1;e;-;;2;e;6;e;9;e;9;e;3;e;12;e;11;e;15;e;8;e;15;e;10;e;13;e;9;e;5;e;1;e;175;e
ICD10-A27;    Leptospirose;-;;3;e;1;e;-;;4;e;3;e;6;e;3;e;13;e;7;e;12;e;13;e;10;e;18;e;9;e;4;e;5;e;1;e;3;e;1;e;-;;-;;116;e;-;;-;;-;;1;e;1;e;3;e;6;e;11;e;6;e;6;e;6;e;4;e;4;e;4;e;2;e;1;e;-;;-;;-;;-;;-;;-;;55;e;-;;3;e;1;e;1;e;5;e;6;e;12;e;14;e;19;e;13;e;18;e;17;e;14;e;22;e;11;e;5;e;5;e;1;e;3;e;1;e;-;;-;;171;e
ICD10-A28;    Sonstige bakterielle Zoonosen, ao.nicht klass.;1;e;15;e;12;e;16;e;5;e;-;;2;e;8;e;7;e;9;e;10;e;8;e;13;e;15;e;19;e;16;e;11;e;14;e;8;e;11;e;-;;-;;200;e;1;e;7;e;12;e;9;e;3;e;10;e;17;e;10;e;11;e;14;e;12;e;11;e;26;e;25;e;21;e;22;e;21;e;11;e;18;e;10;e;3;e;-;;274;e;2;e;22;e;24;e;25;e;8;e;10;e;19;e;18;e;18;e;23;e;22;e;19;e;39;e;40;e;40;e;38;e;32;e;25;e;26;e;21;e;3;e;-;;474;e
ICD10-A30-A49;  Sonstige bakterielle Krankheiten;1341;e;1072;e;821;e;547;e;349;e;276;e;755;e;1036;e;1617;e;2324;e;3037;e;3694;e;5274;e;8546;e;11206;e;12482;e;14205;e;13061;e;16902;e;13634;e;4439;e;881;e;117499;e;1136;e;944;e;741;e;447;e;314;e;202;e;556;e;644;e;944;e;1427;e;1714;e;1945;e;2938;e;4769;e;6313;e;7497;e;9039;e;9293;e;14750;e;14776;e;6231;e;1844;e;88464;e;2477;e;2016;e;1562;e;994;e;663;e;478;e;1311;e;1680;e;2561;e;3751;e;4751;e;5639;e;8212;e;13315;e;17519;e;19979;e;23244;e;22354;e;31652;e;28410;e;10670;e;2725;e;205963;e
ICD10-A30;    Lepra (Aussatz);-;;-;;-;;-;;-;;-;;2;e;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;3;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;3;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;3;e;-;;-;;-;;-;;-;;-;;2;e;-;;-;;-;;3;e;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;6;e
ICD10-A31;    Infektion durch sonstige Mykobakterien;-;;17;e;1;e;-;;1;e;-;;6;e;14;e;9;e;14;e;25;e;30;e;40;e;78;e;83;e;73;e;65;e;36;e;34;e;24;e;3;e;-;;553;e;-;;14;e;6;e;1;e;3;e;3;e;7;e;6;e;5;e;15;e;9;e;13;e;22;e;49;e;76;e;93;e;82;e;66;e;86;e;37;e;3;e;-;;596;e;-;;31;e;7;e;1;e;4;e;3;e;13;e;20;e;14;e;29;e;34;e;43;e;62;e;127;e;159;e;166;e;147;e;102;e;120;e;61;e;6;e;-;;1149;e
ICD10-A32;    Listeriose;-;;-;;1;e;-;;1;e;-;;2;e;-;;2;e;2;e;1;e;5;e;7;e;10;e;18;e;21;e;39;e;35;e;47;e;35;e;7;e;-;;233;e;1;e;-;;-;;-;;-;;-;;1;e;-;;1;e;3;e;1;e;4;e;5;e;9;e;18;e;22;e;21;e;16;e;25;e;29;e;8;e;1;e;165;e;1;e;-;;1;e;-;;1;e;-;;3;e;-;;3;e;5;e;2;e;9;e;12;e;19;e;36;e;43;e;60;e;51;e;72;e;64;e;15;e;1;e;398;e
ICD10-A33;    Tetanus neonatorum;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A34;    Tetanus während Schwangerschaft,Geburt, Wochenbett;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
ICD10-A35;    Sonstiger Tetanus;-;;-;;4;e;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;-;;-;;-;;-;;6;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;3;e;-;;-;;-;;3;e;-;;-;;4;e;1;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;1;e;-;;-;;-;;-;;3;e;-;;-;;-;;9;e
ICD10-A36;    Diphtherie;-;;-;;1;e;1;e;3;e;1;e;-;;-;;2;e;1;e;4;e;-;;2;e;1;e;1;e;4;e;2;e;1;e;-;;-;;-;;-;;24;e;-;;1;e;-;;-;;-;;-;;-;;1;e;-;;-;;-;;2;e;1;e;-;;1;e;-;;1;e;1;e;1;e;-;;-;;-;;9;e;-;;1;e;1;e;1;e;3;e;1;e;-;;1;e;2;e;1;e;4;e;2;e;3;e;1;e;2;e;4;e;3;e;2;e;1;e;-;;-;;-;;33;e
ICD10-A37;    Keuchhusten;622;e;109;e;39;e;30;e;32;e;6;e;9;e;5;e;8;e;10;e;12;e;12;e;19;e;19;e;15;e;16;e;10;e;6;e;11;e;2;e;1;e;-;;993;e;646;e;137;e;29;e;43;e;25;e;6;e;6;e;7;e;5;e;10;e;13;e;10;e;6;e;12;e;11;e;8;e;12;e;10;e;15;e;9;e;5;e;2;e;1027;e;1268;e;246;e;68;e;73;e;57;e;12;e;15;e;12;e;13;e;20;e;25;e;22;e;25;e;31;e;26;e;24;e;22;e;16;e;26;e;11;e;6;e;2;e;2020;e
ICD10-A38;    Scharlach;7;e;258;e;182;e;53;e;13;e;3;e;3;e;3;e;3;e;6;e;-;;7;e;1;e;1;e;1;e;1;e;-;;1;e;-;;-;;-;;-;;543;e;6;e;179;e;206;e;42;e;4;e;4;e;5;e;2;e;11;e;9;e;8;e;1;e;-;;1;e;2;e;2;e;1;e;-;;-;;-;;-;;-;;483;e;13;e;437;e;388;e;95;e;17;e;7;e;8;e;5;e;14;e;15;e;8;e;8;e;1;e;2;e;3;e;3;e;1;e;1;e;-;;-;;-;;-;;1026;e
ICD10-A39;    Meningokokkeninfektion;25;e;13;e;4;e;4;e;13;e;7;e;20;e;9;e;9;e;8;e;6;e;5;e;1;e;6;e;11;e;7;e;6;e;6;e;5;e;6;e;-;;1;e;172;e;18;e;15;e;6;e;4;e;8;e;8;e;16;e;6;e;4;e;8;e;7;e;5;e;3;e;8;e;7;e;7;e;7;e;7;e;11;e;5;e;1;e;2;e;163;e;43;e;28;e;10;e;8;e;21;e;15;e;36;e;15;e;13;e;16;e;13;e;10;e;4;e;14;e;18;e;14;e;13;e;13;e;16;e;11;e;1;e;3;e;335;e
ICD10-A40;    Streptokokkensepsis;60;e;50;e;33;e;18;e;9;e;3;e;17;e;16;e;40;e;63;e;119;e;122;e;170;e;306;e;412;e;525;e;594;e;579;e;687;e;568;e;163;e;29;e;4583;e;38;e;43;e;26;e;15;e;5;e;3;e;8;e;19;e;26;e;62;e;63;e;62;e;101;e;161;e;236;e;276;e;335;e;307;e;446;e;444;e;154;e;38;e;2868;e;98;e;93;e;59;e;33;e;14;e;6;e;25;e;35;e;66;e;125;e;182;e;184;e;271;e;467;e;648;e;801;e;929;e;886;e;1133;e;1012;e;317;e;67;e;7451;e
ICD10-A41;    Sonstige Sepsis;252;e;122;e;88;e;81;e;47;e;39;e;113;e;139;e;225;e;335;e;498;e;684;e;1153;e;2185;e;3489;e;4627;e;5548;e;5323;e;7027;e;5669;e;1750;e;322;e;39716;e;181;e;133;e;75;e;72;e;66;e;30;e;117;e;98;e;170;e;259;e;363;e;445;e;729;e;1339;e;2125;e;2648;e;3396;e;3380;e;5262;e;5049;e;1966;e;517;e;28420;e;433;e;255;e;163;e;153;e;113;e;69;e;230;e;237;e;395;e;594;e;861;e;1129;e;1882;e;3524;e;5614;e;7275;e;8944;e;8703;e;12289;e;10718;e;3716;e;839;e;68136;e
